run,modulation_factor_curve,error_curve,chi2_curve,modulation_factor_stokes,error_stokes,polarization_angle,polarization_angle_err,NPIP,w_facto,threshold,remove_noise_value
12831,0.296,0.039,1.118,0.293,0.153,3.207,14.587,250,8,4,30
12832,0.323,0.042,1.116,0.314,0.138,3.406,12.129,250,8,4,5
12833,0.323,0.042,1.108,0.315,0.140,3.365,12.221,250,8,4,0
12834,0.307,0.040,1.017,0.302,0.164,2.906,15.163,250,8,4,20
12835,0.316,0.041,1.086,0.312,0.129,3.695,11.355,250,8,4,10
12836,0.293,0.039,1.131,0.295,0.152,3.170,14.419,250,8,4,25
12837,0.313,0.041,0.984,0.307,0.145,3.285,13.044,250,8,4,15
12838,0.300,0.039,1.054,0.295,0.159,3.078,15.033,250,8,3,30
12839,0.320,0.041,1.022,0.316,0.140,3.350,12.240,250,8,3,5
1284,0.278,0.037,1.134,0.271,0.192,2.452,19.960,350,10,4,20
12840,0.321,0.041,1.004,0.317,0.141,3.321,12.290,250,8,3,0
12841,0.310,0.040,1.062,0.304,0.161,2.943,14.827,250,8,3,20
12842,0.316,0.041,1.213,0.314,0.134,3.546,11.705,250,8,3,10
12843,0.297,0.039,1.075,0.298,0.145,3.329,13.556,250,8,3,25
12844,0.312,0.041,0.910,0.310,0.149,3.162,13.411,250,8,3,15
12845,0.294,0.039,1.017,0.289,0.153,3.216,14.832,250,8,5,30
12846,0.316,0.041,1.039,0.312,0.137,3.429,12.128,250,8,5,5
12847,0.316,0.041,1.039,0.312,0.137,3.429,12.128,250,8,5,0
12848,0.304,0.040,1.021,0.302,0.173,2.755,16.027,250,8,5,20
12849,0.310,0.040,1.073,0.309,0.136,3.479,12.178,250,8,5,10
1285,0.285,0.038,1.170,0.282,0.141,3.316,13.940,350,10,4,10
12850,0.290,0.038,0.989,0.291,0.151,3.209,14.491,250,8,5,25
12851,0.312,0.041,1.051,0.305,0.146,3.268,13.253,250,8,5,15
12852,0.307,0.040,0.911,0.300,0.153,3.173,14.196,250,8,1,30
12853,0.324,0.042,1.221,0.319,0.136,3.454,11.724,250,8,1,5
12854,0.322,0.041,1.104,0.320,0.137,3.429,11.760,250,8,1,0
12855,0.314,0.041,1.138,0.310,0.144,3.315,12.832,250,8,1,20
12856,0.317,0.041,1.094,0.316,0.133,3.550,11.563,250,8,1,10
12857,0.307,0.040,0.932,0.303,0.143,3.369,13.077,250,8,1,25
12858,0.319,0.041,0.983,0.315,0.143,3.294,12.586,250,8,1,15
12859,0.291,0.039,1.043,0.283,0.185,2.676,18.356,250,8,7,30
1286,0.267,0.036,0.847,0.266,0.166,2.881,17.594,350,10,4,25
12860,0.308,0.040,0.972,0.307,0.147,3.194,13.334,250,8,7,5
12861,0.308,0.040,0.972,0.307,0.147,3.194,13.334,250,8,7,0
12862,0.297,0.039,1.124,0.296,0.171,2.808,16.212,250,8,7,20
12863,0.308,0.040,0.947,0.304,0.142,3.339,12.955,250,8,7,10
12864,0.285,0.038,0.934,0.284,0.159,3.076,15.693,250,8,7,25
12865,0.303,0.040,0.956,0.300,0.149,3.222,13.801,250,8,7,15
12866,0.280,0.038,0.886,0.277,0.214,2.358,21.863,250,8,9,30
12867,0.304,0.040,0.932,0.301,0.142,3.358,13.112,250,8,9,5
12868,0.304,0.040,0.932,0.301,0.142,3.358,13.112,250,8,9,0
12869,0.288,0.038,1.002,0.285,0.163,3.021,15.974,250,8,9,20
1287,0.280,0.037,1.113,0.277,0.158,2.965,16.038,350,10,4,15
12870,0.301,0.039,1.025,0.300,0.140,3.431,12.957,250,8,9,10
12871,0.281,0.038,0.873,0.280,0.165,3.021,16.601,250,8,9,25
12872,0.292,0.039,0.993,0.289,0.159,3.053,15.380,250,8,9,15
12873,0.301,0.040,1.064,0.297,0.151,3.231,14.170,250,8,2,30
12874,0.321,0.041,1.089,0.317,0.140,3.360,12.144,250,8,2,5
12875,0.319,0.041,1.156,0.317,0.139,3.369,12.097,250,8,2,0
12876,0.310,0.040,1.081,0.307,0.150,3.163,13.628,250,8,2,20
12877,0.314,0.041,1.108,0.314,0.134,3.517,11.788,250,8,2,10
12878,0.303,0.040,1.077,0.300,0.144,3.346,13.349,250,8,2,25
12879,0.316,0.041,1.022,0.312,0.148,3.193,13.135,250,8,2,15
1288,0.269,0.036,0.967,0.265,0.181,2.667,19.238,350,10,3,30
12880,0.305,0.040,1.097,0.292,0.227,2.190,21.983,250,7,8,30
12881,0.307,0.040,1.095,0.308,0.132,3.611,11.834,250,7,8,5
12882,0.307,0.040,1.095,0.308,0.132,3.611,11.834,250,7,8,0
12883,0.300,0.039,1.125,0.300,0.177,2.739,16.574,250,7,8,20
12884,0.311,0.040,0.981,0.306,0.132,3.629,11.934,250,7,8,10
12885,0.292,0.039,1.044,0.288,0.188,2.610,18.372,250,7,8,25
12886,0.301,0.040,1.010,0.302,0.158,3.041,14.640,250,7,8,15
12887,0.298,0.039,0.964,0.294,0.159,3.113,15.090,250,7,6,30
12888,0.324,0.042,0.992,0.318,0.135,3.510,11.670,250,7,6,5
12889,0.324,0.042,0.992,0.318,0.135,3.510,11.670,250,7,6,0
1289,0.287,0.038,1.085,0.287,0.152,3.053,14.789,350,10,3,5
12890,0.307,0.040,0.982,0.306,0.167,2.867,15.240,250,7,6,20
12891,0.321,0.042,1.188,0.315,0.129,3.724,11.220,250,7,6,10
12892,0.300,0.039,0.982,0.294,0.144,3.403,13.621,250,7,6,25
12893,0.313,0.041,1.003,0.310,0.140,3.430,12.492,250,7,6,15
12894,0.292,0.039,0.919,0.283,0.201,2.547,20.054,250,7,10,30
12895,0.307,0.040,0.987,0.304,0.135,3.618,12.227,250,7,10,5
12896,0.307,0.040,0.987,0.304,0.135,3.618,12.227,250,7,10,0
12897,0.298,0.039,1.115,0.291,0.184,2.699,17.749,250,7,10,20
12898,0.307,0.040,0.987,0.304,0.135,3.618,12.227,250,7,10,10
12899,0.293,0.039,1.062,0.289,0.202,2.489,19.722,250,7,10,25
129,0.275,0.037,1.033,0.277,0.133,3.730,13.366,600,2,9,20
1290,0.291,0.038,1.059,0.288,0.153,3.018,14.894,350,10,3,0
12900,0.298,0.039,0.966,0.294,0.147,3.362,13.923,250,7,10,15
12901,0.309,0.041,1.079,0.301,0.153,3.208,14.178,250,7,4,30
12902,0.326,0.042,1.081,0.321,0.133,3.541,11.420,250,7,4,5
12903,0.326,0.042,1.091,0.323,0.134,3.526,11.410,250,7,4,0
12904,0.305,0.040,1.141,0.308,0.156,3.066,14.093,250,7,4,20
12905,0.328,0.042,1.214,0.318,0.123,3.896,10.584,250,7,4,10
12906,0.303,0.040,1.000,0.301,0.144,3.377,13.281,250,7,4,25
12907,0.317,0.041,1.027,0.314,0.141,3.381,12.425,250,7,4,15
12908,0.306,0.040,1.091,0.301,0.158,3.092,14.630,250,7,3,30
12909,0.327,0.042,1.153,0.324,0.134,3.532,11.349,250,7,3,5
1291,0.279,0.037,1.037,0.275,0.184,2.552,18.875,350,10,3,20
12910,0.331,0.042,0.965,0.325,0.138,3.419,11.657,250,7,3,0
12911,0.310,0.040,1.151,0.310,0.154,3.085,13.880,250,7,3,20
12912,0.324,0.042,1.158,0.320,0.129,3.698,11.041,250,7,3,10
12913,0.307,0.040,1.027,0.303,0.140,3.465,12.808,250,7,3,25
12914,0.317,0.041,1.069,0.316,0.145,3.272,12.705,250,7,3,15
12915,0.307,0.040,0.969,0.298,0.153,3.236,14.283,250,7,5,30
12916,0.328,0.042,1.056,0.320,0.132,3.578,11.373,250,7,5,5
12917,0.328,0.042,1.056,0.320,0.132,3.578,11.373,250,7,5,0
12918,0.305,0.040,0.954,0.307,0.159,3.003,14.468,250,7,5,20
12919,0.325,0.042,1.329,0.315,0.129,3.708,11.230,250,7,5,10
1292,0.287,0.038,1.196,0.285,0.148,3.162,14.443,350,10,3,10
12920,0.300,0.039,0.931,0.298,0.145,3.363,13.540,250,7,5,25
12921,0.315,0.041,0.994,0.311,0.141,3.392,12.522,250,7,5,15
12922,0.311,0.041,0.955,0.306,0.147,3.317,13.321,250,7,1,30
12923,0.332,0.043,1.105,0.327,0.135,3.485,11.362,250,7,1,5
12924,0.340,0.043,1.172,0.327,0.133,3.532,11.171,250,7,1,0
12925,0.321,0.041,1.194,0.316,0.141,3.382,12.352,250,7,1,20
12926,0.330,0.042,1.105,0.323,0.129,3.688,10.919,250,7,1,10
12927,0.310,0.040,0.992,0.308,0.134,3.626,11.966,250,7,1,25
12928,0.326,0.042,1.197,0.321,0.137,3.469,11.745,250,7,1,15
12929,0.302,0.040,1.010,0.293,0.177,2.799,16.962,250,7,7,30
1293,0.271,0.036,0.904,0.268,0.158,3.036,16.513,350,10,3,25
12930,0.316,0.041,1.105,0.315,0.139,3.402,12.204,250,7,7,5
12931,0.316,0.041,1.105,0.315,0.139,3.402,12.204,250,7,7,0
12932,0.304,0.040,1.160,0.304,0.166,2.897,15.311,250,7,7,20
12933,0.309,0.040,0.960,0.311,0.134,3.564,11.914,250,7,7,10
12934,0.295,0.039,1.008,0.293,0.161,3.032,15.437,250,7,7,25
12935,0.306,0.040,1.011,0.306,0.145,3.319,13.138,250,7,7,15
12936,0.288,0.039,1.063,0.286,0.202,2.505,19.934,250,7,9,30
12937,0.310,0.040,0.992,0.309,0.138,3.480,12.367,250,7,9,5
12938,0.310,0.040,0.992,0.309,0.138,3.480,12.367,250,7,9,0
12939,0.303,0.040,1.107,0.296,0.160,3.080,15.091,250,7,9,20
1294,0.288,0.038,1.148,0.280,0.166,2.819,16.620,350,10,3,15
12940,0.306,0.040,1.108,0.306,0.132,3.670,11.896,250,7,9,10
12941,0.293,0.039,1.055,0.289,0.160,3.123,15.537,250,7,9,25
12942,0.302,0.040,1.041,0.298,0.156,3.124,14.601,250,7,9,15
12943,0.305,0.040,1.054,0.302,0.147,3.318,13.545,250,7,2,30
12944,0.329,0.042,1.126,0.324,0.138,3.412,11.706,250,7,2,5
12945,0.333,0.043,1.083,0.325,0.136,3.467,11.501,250,7,2,0
12946,0.311,0.041,1.173,0.311,0.146,3.270,12.990,250,7,2,20
12947,0.331,0.043,1.156,0.320,0.127,3.734,10.915,250,7,2,10
12948,0.308,0.040,0.969,0.306,0.139,3.483,12.594,250,7,2,25
12949,0.324,0.042,1.214,0.318,0.141,3.356,12.275,250,7,2,15
1295,0.263,0.036,0.989,0.261,0.172,2.844,18.517,350,10,5,30
12950,0.332,0.043,0.954,0.325,0.175,2.876,15.093,250,4,8,30
12951,0.356,0.045,0.956,0.352,0.124,3.944,9.509,250,4,8,5
12952,0.356,0.045,0.956,0.352,0.124,3.944,9.509,250,4,8,0
12953,0.341,0.044,1.010,0.335,0.148,3.338,12.198,250,4,8,20
12954,0.356,0.045,1.009,0.348,0.119,4.133,9.236,250,4,8,10
12955,0.335,0.043,0.908,0.328,0.154,3.246,13.018,250,4,8,25
12956,0.343,0.044,0.871,0.337,0.136,3.602,11.080,250,4,8,15
12957,0.332,0.043,0.917,0.327,0.133,3.811,11.151,250,4,6,30
12958,0.367,0.047,1.011,0.359,0.128,3.786,9.612,250,4,6,5
12959,0.367,0.047,1.011,0.359,0.128,3.786,9.612,250,4,6,0
1296,0.282,0.037,1.269,0.283,0.147,3.162,14.521,350,10,5,5
12960,0.343,0.044,1.055,0.339,0.146,3.329,11.867,250,4,6,20
12961,0.362,0.046,0.972,0.356,0.115,4.288,8.636,250,4,6,10
12962,0.335,0.043,1.029,0.329,0.125,4.018,10.348,250,4,6,25
12963,0.352,0.045,1.002,0.349,0.124,3.978,9.597,250,4,6,15
12964,0.324,0.043,1.046,0.317,0.214,2.397,19.037,250,4,10,30
12965,0.345,0.044,0.938,0.340,0.125,3.977,9.965,250,4,10,5
12966,0.345,0.044,0.938,0.340,0.125,3.977,9.965,250,4,10,0
12967,0.333,0.043,1.185,0.326,0.162,3.108,13.808,250,4,10,20
12968,0.345,0.044,0.938,0.340,0.125,3.977,9.965,250,4,10,10
12969,0.338,0.044,1.054,0.326,0.174,2.918,14.956,250,4,10,25
1297,0.282,0.037,1.269,0.283,0.147,3.162,14.521,350,10,5,0
12970,0.338,0.044,1.039,0.331,0.126,4.037,10.324,250,4,10,15
12971,0.336,0.044,1.214,0.334,0.132,3.811,10.800,250,4,4,30
12972,0.365,0.046,0.989,0.360,0.128,3.753,9.616,250,4,4,5
12973,0.364,0.046,1.058,0.360,0.130,3.702,9.748,250,4,4,0
12974,0.345,0.044,0.947,0.341,0.135,3.605,10.841,250,4,4,20
12975,0.364,0.046,0.993,0.357,0.117,4.189,8.778,250,4,4,10
12976,0.343,0.044,0.873,0.338,0.128,3.898,10.264,250,4,4,25
12977,0.357,0.046,0.876,0.353,0.127,3.859,9.711,250,4,4,15
12978,0.338,0.044,1.158,0.339,0.136,3.663,11.022,250,4,3,30
12979,0.368,0.047,1.087,0.360,0.131,3.641,9.891,250,4,3,5
1298,0.276,0.037,0.951,0.271,0.188,2.509,19.556,350,10,5,20
12980,0.369,0.047,1.051,0.360,0.132,3.630,9.915,250,4,3,0
12981,0.356,0.045,0.948,0.349,0.138,3.520,10.816,250,4,3,20
12982,0.367,0.047,1.060,0.358,0.125,3.864,9.445,250,4,3,10
12983,0.344,0.044,0.881,0.340,0.122,4.098,9.705,250,4,3,25
12984,0.361,0.046,0.995,0.356,0.133,3.626,10.189,250,4,3,15
12985,0.339,0.044,1.013,0.329,0.130,3.890,10.803,250,4,5,30
12986,0.368,0.047,0.922,0.358,0.126,3.812,9.545,250,4,5,5
12987,0.368,0.047,0.922,0.358,0.126,3.812,9.545,250,4,5,0
12988,0.339,0.044,1.131,0.340,0.141,3.456,11.398,250,4,5,20
12989,0.362,0.046,0.960,0.355,0.117,4.203,8.806,250,4,5,10
1299,0.279,0.037,1.041,0.279,0.149,3.150,14.852,350,10,5,10
12990,0.339,0.044,1.062,0.333,0.137,3.614,11.273,250,4,5,25
12991,0.356,0.045,1.009,0.353,0.125,3.915,9.603,250,4,5,15
12992,0.345,0.044,1.115,0.341,0.134,3.703,10.744,250,4,1,30
12993,0.369,0.047,1.093,0.361,0.138,3.443,10.393,250,4,1,5
12994,0.374,0.047,1.302,0.362,0.139,3.402,10.492,250,4,1,0
12995,0.357,0.046,0.970,0.352,0.140,3.455,10.856,250,4,1,20
12996,0.368,0.047,1.098,0.357,0.134,3.553,10.235,250,4,1,10
12997,0.350,0.045,0.938,0.345,0.126,3.916,9.912,250,4,1,25
12998,0.365,0.046,1.019,0.357,0.131,3.674,9.978,250,4,1,15
12999,0.334,0.043,1.037,0.331,0.137,3.714,11.395,250,4,7,30
13,0.304,0.040,1.016,0.306,0.140,3.423,12.661,600,3,6,15
130,0.284,0.038,0.917,0.286,0.138,3.472,13.422,600,2,9,10
1300,0.265,0.036,0.913,0.262,0.160,3.007,17.159,350,10,5,25
13000,0.363,0.046,0.989,0.355,0.129,3.754,9.825,250,4,7,5
13001,0.363,0.046,0.989,0.355,0.129,3.754,9.825,250,4,7,0
13002,0.342,0.044,0.900,0.334,0.144,3.393,11.911,250,4,7,20
13003,0.361,0.046,1.037,0.351,0.123,3.972,9.474,250,4,7,10
13004,0.340,0.044,1.079,0.329,0.121,4.182,10.029,250,4,7,25
13005,0.344,0.044,1.137,0.342,0.129,3.799,10.294,250,4,7,15
13006,0.331,0.043,1.026,0.322,0.198,2.566,17.266,250,4,9,30
13007,0.351,0.045,0.904,0.347,0.119,4.168,9.219,250,4,9,5
13008,0.351,0.045,0.904,0.347,0.119,4.168,9.219,250,4,9,0
13009,0.340,0.044,1.037,0.331,0.137,3.673,11.345,250,4,9,20
1301,0.279,0.037,1.099,0.274,0.158,2.972,16.172,350,10,5,15
13010,0.353,0.045,0.935,0.345,0.121,4.111,9.434,250,4,9,10
13011,0.338,0.044,0.980,0.328,0.135,3.805,11.265,250,4,9,25
13012,0.344,0.044,0.968,0.336,0.132,3.783,10.714,250,4,9,15
13013,0.342,0.044,1.156,0.337,0.127,3.959,10.233,250,4,2,30
13014,0.365,0.046,1.056,0.361,0.138,3.453,10.389,250,4,2,5
13015,0.364,0.046,1.062,0.361,0.141,3.347,10.715,250,4,2,0
13016,0.355,0.045,0.882,0.349,0.133,3.643,10.410,250,4,2,20
13017,0.363,0.046,1.010,0.355,0.127,3.788,9.677,250,4,2,10
13018,0.348,0.045,0.945,0.345,0.122,4.097,9.526,250,4,2,25
13019,0.362,0.046,0.977,0.357,0.133,3.621,10.153,250,4,2,15
1302,0.276,0.037,1.035,0.271,0.169,2.843,17.532,350,10,1,30
13020,0.314,0.041,1.285,0.304,0.218,2.282,20.238,250,6,8,30
13021,0.327,0.042,0.972,0.321,0.119,4.071,10.116,250,6,8,5
13022,0.327,0.042,0.972,0.321,0.119,4.071,10.116,250,6,8,0
13023,0.321,0.042,1.130,0.312,0.160,3.058,14.264,250,6,8,20
13024,0.323,0.042,1.060,0.320,0.122,3.980,10.443,250,6,8,10
13025,0.299,0.040,1.170,0.301,0.177,2.777,16.556,250,6,8,25
13026,0.323,0.042,1.213,0.315,0.138,3.529,12.126,250,6,8,15
13027,0.312,0.041,0.995,0.306,0.153,3.239,13.969,250,6,6,30
13028,0.339,0.043,1.013,0.332,0.127,3.764,10.450,250,6,6,5
13029,0.339,0.043,1.013,0.332,0.127,3.764,10.450,250,6,6,0
1303,0.294,0.038,1.230,0.290,0.153,3.011,14.792,350,10,1,5
13030,0.324,0.042,1.104,0.318,0.151,3.189,13.201,250,6,6,20
13031,0.338,0.043,1.067,0.328,0.122,3.981,10.092,250,6,6,10
13032,0.313,0.041,1.092,0.307,0.135,3.672,12.080,250,6,6,25
13033,0.328,0.042,0.995,0.322,0.130,3.719,11.095,250,6,6,15
13034,0.297,0.040,1.244,0.294,0.195,2.632,18.724,250,6,10,30
13035,0.317,0.041,1.248,0.315,0.127,3.885,11.003,250,6,10,5
13036,0.317,0.041,1.248,0.315,0.127,3.885,11.003,250,6,10,0
13037,0.312,0.041,1.181,0.304,0.179,2.776,16.560,250,6,10,20
13038,0.317,0.041,1.248,0.315,0.127,3.885,11.003,250,6,10,10
13039,0.303,0.040,1.213,0.299,0.192,2.627,18.067,250,6,10,25
1304,0.294,0.038,1.193,0.291,0.159,2.894,15.322,350,10,1,0
13040,0.316,0.041,1.125,0.305,0.139,3.577,12.639,250,6,10,15
13041,0.319,0.042,1.088,0.312,0.140,3.544,12.391,250,6,4,30
13042,0.344,0.044,0.933,0.334,0.127,3.768,10.335,250,6,4,5
13043,0.340,0.044,0.986,0.334,0.127,3.772,10.302,250,6,4,0
13044,0.330,0.043,1.134,0.319,0.145,3.309,12.612,250,6,4,20
13045,0.334,0.043,1.062,0.329,0.117,4.144,9.623,250,6,4,10
13046,0.316,0.041,1.187,0.313,0.134,3.677,11.736,250,6,4,25
13047,0.336,0.043,1.214,0.326,0.135,3.545,11.407,250,6,4,15
13048,0.322,0.042,1.113,0.314,0.141,3.504,12.403,250,6,3,30
13049,0.342,0.044,0.960,0.336,0.128,3.713,10.403,250,6,3,5
1305,0.288,0.038,1.250,0.280,0.159,2.950,15.936,350,10,1,20
13050,0.343,0.044,0.980,0.337,0.132,3.610,10.659,250,6,3,0
13051,0.330,0.043,1.046,0.322,0.149,3.208,12.819,250,6,3,20
13052,0.339,0.043,1.069,0.332,0.123,3.924,10.024,250,6,3,10
13053,0.320,0.042,1.060,0.316,0.129,3.823,11.167,250,6,3,25
13054,0.339,0.043,1.254,0.329,0.144,3.314,12.030,250,6,3,15
13055,0.318,0.042,0.951,0.309,0.147,3.374,13.204,250,6,5,30
13056,0.341,0.044,1.063,0.333,0.125,3.821,10.227,250,6,5,5
13057,0.341,0.044,1.063,0.333,0.125,3.821,10.227,250,6,5,0
13058,0.326,0.042,1.118,0.318,0.149,3.242,12.973,250,6,5,20
13059,0.334,0.043,1.054,0.327,0.119,4.078,9.842,250,6,5,10
1306,0.291,0.038,1.114,0.287,0.146,3.193,14.159,350,10,1,10
13060,0.318,0.041,1.047,0.310,0.136,3.607,12.153,250,6,5,25
13061,0.333,0.043,1.124,0.323,0.132,3.658,11.199,250,6,5,15
13062,0.331,0.043,1.154,0.319,0.135,3.642,11.662,250,6,1,30
13063,0.342,0.044,1.033,0.337,0.131,3.611,10.634,250,6,1,5
13064,0.344,0.044,1.023,0.338,0.133,3.552,10.753,250,6,1,0
13065,0.336,0.043,1.182,0.328,0.134,3.601,11.163,250,6,1,20
13066,0.341,0.044,1.040,0.336,0.124,3.878,9.984,250,6,1,10
13067,0.334,0.043,1.255,0.321,0.132,3.696,11.269,250,6,1,25
13068,0.343,0.044,1.121,0.336,0.132,3.620,10.764,250,6,1,15
13069,0.311,0.041,0.988,0.307,0.166,3.008,15.072,250,6,7,30
1307,0.274,0.037,0.932,0.272,0.156,3.056,16.025,350,10,1,25
13070,0.332,0.043,0.835,0.328,0.126,3.819,10.473,250,6,7,5
13071,0.332,0.043,0.835,0.328,0.126,3.819,10.473,250,6,7,0
13072,0.323,0.042,1.238,0.315,0.151,3.221,13.291,250,6,7,20
13073,0.326,0.042,1.062,0.323,0.123,3.946,10.361,250,6,7,10
13074,0.306,0.040,0.966,0.305,0.145,3.423,13.137,250,6,7,25
13075,0.323,0.042,1.129,0.319,0.130,3.743,11.187,250,6,7,15
13076,0.300,0.040,1.207,0.298,0.205,2.471,19.370,250,6,9,30
13077,0.326,0.042,1.051,0.320,0.122,4.019,10.358,250,6,9,5
13078,0.326,0.042,1.051,0.320,0.122,4.019,10.358,250,6,9,0
13079,0.312,0.041,1.011,0.309,0.150,3.312,13.451,250,6,9,20
1308,0.286,0.038,1.191,0.284,0.159,2.937,15.614,350,10,1,15
13080,0.323,0.042,1.188,0.318,0.123,3.986,10.563,250,6,9,10
13081,0.304,0.040,1.145,0.303,0.161,3.126,14.827,250,6,9,25
13082,0.314,0.041,0.989,0.310,0.142,3.470,12.656,250,6,9,15
13083,0.326,0.042,1.138,0.315,0.134,3.696,11.684,250,6,2,30
13084,0.342,0.044,1.038,0.336,0.133,3.552,10.857,250,6,2,5
13085,0.346,0.044,1.038,0.336,0.132,3.583,10.767,250,6,2,0
13086,0.333,0.043,1.127,0.325,0.139,3.455,11.791,250,6,2,20
13087,0.337,0.043,0.991,0.332,0.124,3.862,10.166,250,6,2,10
13088,0.325,0.042,1.167,0.318,0.130,3.765,11.207,250,6,2,25
13089,0.339,0.043,1.110,0.332,0.139,3.436,11.497,250,6,2,15
1309,0.265,0.036,1.209,0.259,0.216,2.271,23.669,350,10,7,30
13090,0.187,0.028,1.034,0.187,0.546,0.896,83.425,250,1,8,30
13091,0.208,0.029,0.953,0.205,0.282,1.623,39.380,250,1,8,5
13092,0.208,0.029,0.953,0.205,0.282,1.623,39.380,250,1,8,0
13093,0.199,0.029,1.098,0.186,0.352,-1.344,54.032,250,1,8,20
13094,0.201,0.029,1.113,0.193,0.211,2.194,31.113,250,1,8,10
13095,0.190,0.028,0.922,0.186,0.698,-0.688,107.275,250,1,8,25
13096,0.189,0.028,0.969,0.179,2.457,-0.189,394.014,250,1,8,15
13097,0.180,0.027,0.997,0.176,0.415,-1.157,67.435,250,1,6,30
13098,0.197,0.028,0.916,0.190,1.174,0.384,176.996,250,1,6,5
13099,0.197,0.028,0.916,0.190,1.174,0.384,176.996,250,1,6,0
131,0.279,0.037,1.199,0.270,0.161,3.105,16.760,600,2,9,25
1310,0.275,0.036,0.926,0.276,0.163,2.854,16.545,350,10,7,5
13100,0.203,0.029,1.141,0.200,0.225,2.083,32.022,250,1,6,20
13101,0.208,0.030,1.067,0.197,28.229,-0.016,4107.645,250,1,6,10
13102,0.184,0.027,0.979,0.183,0.573,0.823,89.898,250,1,6,25
13103,0.202,0.029,0.937,0.198,2.252,-0.204,325.634,250,1,6,15
13104,0.191,0.029,0.956,0.185,0.524,-0.962,81.263,250,1,10,30
13105,0.196,0.028,1.013,0.194,2.154,0.216,318.148,250,1,10,5
13106,0.196,0.028,1.013,0.194,2.154,0.216,318.148,250,1,10,0
13107,0.198,0.029,1.178,0.194,0.187,2.627,27.339,250,1,10,20
13108,0.196,0.028,1.013,0.194,2.154,0.216,318.148,250,1,10,10
13109,0.203,0.030,0.987,0.193,0.195,2.567,28.738,250,1,10,25
1311,0.275,0.036,0.926,0.276,0.163,2.854,16.545,350,10,7,0
13110,0.175,0.027,0.963,0.180,0.460,1.037,73.028,250,1,10,15
13111,0.178,0.027,0.886,0.176,1.872,0.253,304.632,250,1,4,30
13112,0.188,0.027,1.089,0.184,0.451,0.997,70.228,250,1,4,5
13113,0.189,0.027,0.952,0.181,0.261,1.728,41.136,250,1,4,0
13114,0.191,0.028,1.025,0.193,1.049,0.440,155.868,250,1,4,20
13115,0.186,0.027,0.981,0.182,0.428,1.058,67.234,250,1,4,10
13116,0.193,0.028,1.040,0.193,3.716,0.126,551.818,250,1,4,25
13117,0.199,0.029,1.001,0.200,16.858,0.027,2419.754,250,1,4,15
13118,0.191,0.028,0.989,0.188,4.422,-0.107,672.972,250,1,3,30
13119,0.181,0.027,1.151,0.174,0.460,0.977,75.672,250,1,3,5
1312,0.266,0.036,0.931,0.266,0.198,2.407,21.034,350,10,7,20
13120,0.178,0.026,0.984,0.174,0.390,1.152,64.260,250,1,3,0
13121,0.198,0.029,1.136,0.196,0.826,0.557,120.680,250,1,3,20
13122,0.190,0.028,1.101,0.187,0.426,1.061,65.082,250,1,3,10
13123,0.208,0.030,1.137,0.206,0.173,2.739,23.815,250,1,3,25
13124,0.192,0.028,1.085,0.192,1.387,-0.328,207.350,250,1,3,15
13125,0.176,0.027,0.993,0.168,0.229,-2.100,38.946,250,1,5,30
13126,0.185,0.027,1.071,0.180,0.804,0.559,128.187,250,1,5,5
13127,0.185,0.027,1.071,0.180,0.804,0.559,128.187,250,1,5,0
13128,0.201,0.029,1.067,0.200,1.638,0.282,234.672,250,1,5,20
13129,0.194,0.028,1.065,0.190,389.427,0.001,58601.007,250,1,5,10
1313,0.278,0.037,0.929,0.274,0.157,2.983,16.088,350,10,7,10
13130,0.186,0.028,1.127,0.186,0.545,0.861,84.133,250,1,5,25
13131,0.210,0.030,1.007,0.202,0.530,0.864,74.990,250,1,5,15
13132,0.195,0.029,0.973,0.193,0.601,0.780,89.142,250,1,1,30
13133,0.181,0.027,1.053,0.172,0.211,2.138,34.969,250,1,1,5
13134,0.181,0.027,1.063,0.179,0.210,2.144,33.402,250,1,1,0
13135,0.188,0.028,0.942,0.186,0.469,-0.975,72.186,250,1,1,20
13136,0.170,0.026,0.995,0.167,1.190,0.377,203.551,250,1,1,10
13137,0.207,0.030,1.030,0.199,2.397,-0.193,345.842,250,1,1,25
13138,0.183,0.027,0.959,0.176,0.440,1.029,71.689,250,1,1,15
13139,0.176,0.027,0.940,0.175,0.748,-0.647,122.002,250,1,7,30
1314,0.254,0.035,0.920,0.255,0.175,2.768,19.359,350,10,7,25
13140,0.200,0.029,1.074,0.189,0.837,0.541,126.656,250,1,7,5
13141,0.200,0.029,1.074,0.189,0.837,0.541,126.656,250,1,7,0
13142,0.201,0.029,1.100,0.200,0.570,-0.821,81.735,250,1,7,20
13143,0.213,0.030,0.989,0.203,0.286,1.605,40.194,250,1,7,10
13144,0.184,0.028,1.060,0.181,0.324,-1.469,51.208,250,1,7,25
