run,modulation_factor_curve,error_curve,chi2_curve,modulation_factor_stokes,error_stokes,polarization_angle,polarization_angle_err,NPIP,w_facto,threshold,remove_noise_value
6751,0.287,0.038,1.050,0.284,0.154,3.082,15.148,650,6,3,20
6752,0.293,0.038,1.069,0.290,0.135,3.472,12.925,650,6,3,10
6753,0.284,0.038,0.910,0.279,0.133,3.657,13.192,650,6,3,25
6754,0.289,0.038,0.952,0.286,0.147,3.207,14.292,650,6,3,15
6755,0.280,0.037,0.910,0.276,0.142,3.474,14.403,650,6,5,30
6756,0.288,0.038,1.003,0.288,0.134,3.512,12.835,650,6,5,5
6757,0.288,0.038,1.003,0.288,0.134,3.512,12.835,650,6,5,0
6758,0.285,0.038,0.928,0.281,0.154,3.090,15.364,650,6,5,20
6759,0.291,0.038,1.145,0.287,0.135,3.500,13.024,650,6,5,10
676,0.273,0.036,1.166,0.271,0.156,2.962,16.147,600,9,1,10
6760,0.282,0.037,0.867,0.277,0.135,3.605,13.608,650,6,5,25
6761,0.288,0.038,0.969,0.283,0.141,3.360,13.892,650,6,5,15
6762,0.286,0.038,0.978,0.281,0.147,3.291,14.656,650,6,1,30
6763,0.293,0.038,1.140,0.294,0.142,3.278,13.414,650,6,1,5
6764,0.295,0.039,1.130,0.295,0.145,3.206,13.650,650,6,1,0
6765,0.294,0.039,1.008,0.287,0.143,3.304,13.928,650,6,1,20
6766,0.291,0.038,1.020,0.292,0.132,3.554,12.536,650,6,1,10
6767,0.284,0.038,0.934,0.282,0.134,3.597,13.190,650,6,1,25
6768,0.288,0.038,1.008,0.289,0.143,3.286,13.766,650,6,1,15
6769,0.275,0.037,0.999,0.275,0.168,2.951,17.192,650,6,7,30
677,0.265,0.035,0.911,0.261,0.165,2.870,17.789,600,9,1,25
6770,0.289,0.038,1.104,0.285,0.144,3.262,14.043,650,6,7,5
6771,0.289,0.038,1.104,0.285,0.144,3.262,14.043,650,6,7,0
6772,0.286,0.038,0.939,0.281,0.162,2.957,16.227,650,6,7,20
6773,0.289,0.038,1.062,0.284,0.135,3.524,13.168,650,6,7,10
6774,0.276,0.037,0.867,0.272,0.142,3.476,14.497,650,6,7,25
6775,0.289,0.038,1.036,0.282,0.144,3.321,14.216,650,6,7,15
6776,0.275,0.037,1.036,0.273,0.191,2.639,19.783,650,6,9,30
6777,0.289,0.038,0.889,0.285,0.136,3.507,13.281,650,6,9,5
6778,0.289,0.038,0.889,0.285,0.136,3.507,13.281,650,6,9,0
6779,0.280,0.037,0.891,0.277,0.141,3.519,14.172,650,6,9,20
678,0.276,0.037,1.014,0.270,0.166,2.787,17.340,600,9,1,15
6780,0.289,0.038,0.986,0.285,0.134,3.589,13.065,650,6,9,10
6781,0.277,0.037,1.035,0.275,0.154,3.249,15.701,650,6,9,25
6782,0.279,0.037,0.909,0.276,0.149,3.261,15.073,650,6,9,15
6783,0.284,0.038,0.936,0.279,0.145,3.357,14.513,650,6,2,30
6784,0.295,0.039,1.107,0.292,0.145,3.197,13.832,650,6,2,5
6785,0.291,0.038,1.052,0.292,0.142,3.271,13.527,650,6,2,0
6786,0.290,0.038,0.979,0.284,0.149,3.166,14.678,650,6,2,20
6787,0.291,0.038,1.033,0.289,0.140,3.347,13.420,650,6,2,10
6788,0.284,0.038,0.942,0.280,0.135,3.569,13.406,650,6,2,25
6789,0.288,0.038,0.986,0.287,0.145,3.251,14.026,650,6,2,15
679,0.260,0.035,1.168,0.256,0.209,2.347,23.143,600,9,7,30
6790,0.184,0.028,1.134,0.176,0.352,1.393,57.344,650,1,8,30
6791,0.184,0.027,1.107,0.182,0.659,0.692,103.765,650,1,8,5
6792,0.184,0.027,1.107,0.182,0.659,0.692,103.765,650,1,8,0
6793,0.174,0.027,1.028,0.178,0.466,1.015,74.981,650,1,8,20
6794,0.176,0.026,1.160,0.175,0.154,3.014,25.092,650,1,8,10
6795,0.161,0.026,0.985,0.163,0.239,2.020,41.864,650,1,8,25
6796,0.179,0.027,1.183,0.179,1.271,0.366,203.210,650,1,8,15
6797,0.174,0.027,0.966,0.169,0.196,2.469,33.031,650,1,6,30
6798,0.183,0.027,1.096,0.184,0.307,1.474,47.630,650,1,6,5
6799,0.183,0.027,1.096,0.184,0.307,1.474,47.630,650,1,6,0
68,0.305,0.040,0.963,0.299,0.139,3.495,12.820,600,3,2,25
680,0.267,0.036,1.009,0.265,0.172,2.690,18.312,600,9,7,5
6800,0.187,0.028,1.104,0.188,10.052,-0.046,1534.600,650,1,6,20
6801,0.194,0.028,1.155,0.193,1.384,0.328,205.852,650,1,6,10
6802,0.184,0.027,0.906,0.181,0.263,1.802,41.545,650,1,6,25
6803,0.188,0.028,1.346,0.182,1.993,0.230,313.312,650,1,6,15
6804,0.186,0.028,0.860,0.181,0.419,1.204,66.165,650,1,10,30
6805,0.188,0.028,1.183,0.179,0.135,3.523,21.280,650,1,10,5
6806,0.188,0.028,1.183,0.179,0.135,3.523,21.280,650,1,10,0
6807,0.184,0.028,1.187,0.183,0.175,2.807,27.215,650,1,10,20
6808,0.188,0.028,1.183,0.179,0.135,3.523,21.280,650,1,10,10
6809,0.175,0.027,1.033,0.177,0.153,3.294,24.479,650,1,10,25
681,0.267,0.036,1.009,0.265,0.172,2.690,18.312,600,9,7,0
6810,0.182,0.027,0.912,0.183,0.095,5.274,14.461,650,1,10,15
6811,0.175,0.027,1.001,0.174,1.053,0.451,173.046,650,1,4,30
6812,0.186,0.027,0.972,0.182,1.708,0.263,268.530,650,1,4,5
6813,0.184,0.027,1.031,0.187,1.608,0.279,246.912,650,1,4,0
6814,0.188,0.028,1.135,0.192,0.897,0.514,133.862,650,1,4,20
6815,0.191,0.028,1.270,0.193,0.457,0.991,67.570,650,1,4,10
6816,0.176,0.027,1.077,0.177,0.491,0.953,79.582,650,1,4,25
6817,0.194,0.028,1.024,0.196,1.087,0.420,158.890,650,1,4,15
6818,0.184,0.027,0.981,0.179,0.717,0.660,114.863,650,1,3,30
6819,0.188,0.027,1.141,0.184,0.760,0.591,118.053,650,1,3,5
682,0.264,0.036,1.037,0.259,0.194,2.456,21.168,600,9,7,20
6820,0.188,0.027,1.207,0.185,0.521,0.861,80.495,650,1,3,0
6821,0.194,0.028,1.101,0.194,2.487,0.185,367.305,650,1,3,20
6822,0.190,0.028,1.056,0.189,36.374,-0.012,5508.744,650,1,3,10
6823,0.170,0.026,1.238,0.173,0.853,0.546,141.453,650,1,3,25
6824,0.187,0.027,1.049,0.193,0.603,0.755,89.441,650,1,3,15
6825,0.175,0.027,0.966,0.171,0.722,0.661,120.815,650,1,5,30
6826,0.174,0.026,1.443,0.181,47.574,-0.009,7534.992,650,1,5,5
6827,0.174,0.026,1.443,0.181,47.574,-0.009,7534.992,650,1,5,0
6828,0.183,0.027,1.135,0.187,1.538,-0.301,235.914,650,1,5,20
6829,0.200,0.029,1.225,0.191,1.327,0.341,199.242,650,1,5,10
683,0.273,0.036,1.008,0.264,0.163,2.871,17.322,600,9,7,10
6830,0.166,0.026,1.036,0.173,0.230,2.054,38.045,650,1,5,25
6831,0.191,0.028,1.057,0.188,3.630,-0.126,553.537,650,1,5,15
6832,0.190,0.028,1.038,0.179,0.701,0.668,112.291,650,1,1,30
6833,0.189,0.027,0.921,0.190,0.472,0.949,71.240,650,1,1,5
6834,0.184,0.027,1.166,0.184,0.809,0.552,125.862,650,1,1,0
6835,0.183,0.027,1.105,0.179,0.487,0.938,78.077,650,1,1,20
6836,0.181,0.027,0.934,0.179,0.254,1.780,40.394,650,1,1,10
6837,0.183,0.027,1.100,0.182,0.310,1.495,48.655,650,1,1,25
6838,0.183,0.027,1.081,0.185,0.223,2.041,34.338,650,1,1,15
6839,0.171,0.027,1.026,0.165,0.330,1.468,57.188,650,1,7,30
684,0.253,0.035,0.992,0.251,0.174,2.788,19.522,600,9,7,25
6840,0.188,0.027,1.207,0.188,1.433,-0.316,218.383,650,1,7,5
6841,0.188,0.027,1.207,0.188,1.433,-0.316,218.383,650,1,7,0
6842,0.182,0.027,1.078,0.182,0.764,0.612,120.410,650,1,7,20
6843,0.187,0.027,0.989,0.186,1.630,0.280,250.348,650,1,7,10
6844,0.173,0.026,1.151,0.170,0.280,1.706,47.025,650,1,7,25
6845,0.187,0.028,1.090,0.188,0.847,0.545,129.242,650,1,7,15
6846,0.196,0.029,1.087,0.185,0.222,2.256,34.201,650,1,9,30
6847,0.175,0.026,1.123,0.178,0.252,1.835,40.484,650,1,9,5
6848,0.175,0.026,1.123,0.178,0.252,1.835,40.484,650,1,9,0
6849,0.183,0.028,1.140,0.178,0.168,2.880,26.776,650,1,9,20
685,0.267,0.036,0.938,0.261,0.174,2.717,18.744,600,9,7,15
6850,0.181,0.027,1.146,0.181,0.241,1.929,37.854,650,1,9,10
6851,0.173,0.027,1.127,0.170,0.107,4.685,17.830,650,1,9,25
6852,0.190,0.028,0.897,0.188,0.187,2.545,28.251,650,1,9,15
6853,0.184,0.027,1.062,0.176,0.353,1.339,57.242,650,1,2,30
6854,0.185,0.027,1.095,0.183,1.915,0.234,300.000,650,1,2,5
6855,0.180,0.027,1.235,0.177,1.250,0.358,202.528,650,1,2,0
6856,0.183,0.027,1.226,0.185,1.069,0.428,165.434,650,1,2,20
6857,0.188,0.027,1.141,0.186,0.632,0.713,97.141,650,1,2,10
6858,0.176,0.027,1.196,0.175,1.122,0.414,183.213,650,1,2,25
6859,0.189,0.028,1.196,0.192,1.165,0.389,173.788,650,1,2,15
686,0.258,0.035,1.131,0.256,0.220,2.279,24.384,600,9,9,30
6860,0.254,0.035,1.115,0.254,0.283,1.740,31.703,650,10,8,30
6861,0.260,0.035,1.137,0.257,0.167,2.781,18.333,650,10,8,5
6862,0.260,0.035,1.137,0.257,0.167,2.781,18.333,650,10,8,0
6863,0.257,0.035,0.926,0.254,0.214,2.234,23.919,650,10,8,20
6864,0.264,0.035,1.062,0.258,0.167,2.803,18.235,650,10,8,10
6865,0.251,0.034,1.105,0.248,0.224,2.169,25.596,650,10,8,25
6866,0.258,0.035,0.971,0.255,0.188,2.517,20.853,650,10,8,15
6867,0.253,0.035,1.074,0.251,0.176,2.775,19.839,650,10,6,30
6868,0.267,0.036,1.103,0.263,0.170,2.719,18.186,650,10,6,5
6869,0.267,0.036,1.103,0.263,0.170,2.719,18.186,650,10,6,0
687,0.271,0.036,1.071,0.264,0.164,2.865,17.479,600,9,9,5
6870,0.258,0.035,1.036,0.257,0.225,2.087,24.860,650,10,6,20
6871,0.268,0.036,1.124,0.261,0.160,2.902,17.272,650,10,6,10
6872,0.248,0.034,1.123,0.249,0.157,3.072,17.756,650,10,6,25
6873,0.263,0.035,1.067,0.258,0.176,2.668,19.192,650,10,6,15
6874,0.260,0.036,1.042,0.256,0.236,2.156,26.224,650,10,10,30
6875,0.270,0.036,1.125,0.260,0.155,3.079,16.779,650,10,10,5
6876,0.270,0.036,1.125,0.260,0.155,3.079,16.779,650,10,10,0
6877,0.255,0.035,1.049,0.252,0.242,2.021,27.341,650,10,10,20
6878,0.270,0.036,1.125,0.260,0.155,3.079,16.779,650,10,10,10
6879,0.259,0.035,1.073,0.256,0.226,2.211,25.063,650,10,10,25
688,0.271,0.036,1.071,0.264,0.164,2.865,17.479,600,9,9,0
6880,0.257,0.035,0.934,0.251,0.167,2.921,18.710,650,10,10,15
6881,0.255,0.035,1.035,0.254,0.177,2.729,19.715,650,10,4,30
6882,0.267,0.036,1.081,0.264,0.166,2.770,17.706,650,10,4,5
6883,0.268,0.036,1.114,0.265,0.171,2.682,18.193,650,10,4,0
6884,0.257,0.035,1.019,0.255,0.202,2.320,22.404,650,10,4,20
6885,0.267,0.036,1.022,0.263,0.156,2.979,16.607,650,10,4,10
6886,0.252,0.034,1.026,0.253,0.178,2.678,19.882,650,10,4,25
6887,0.267,0.036,1.144,0.259,0.177,2.625,19.300,650,10,4,15
6888,0.253,0.035,1.059,0.254,0.190,2.534,21.143,650,10,3,30
6889,0.268,0.036,1.086,0.265,0.172,2.665,18.311,650,10,3,5
689,0.261,0.035,0.994,0.256,0.175,2.792,19.278,600,9,9,20
6890,0.267,0.036,1.126,0.266,0.175,2.614,18.592,650,10,3,0
6891,0.259,0.035,1.044,0.257,0.204,2.291,22.422,650,10,3,20
6892,0.269,0.036,0.991,0.265,0.169,2.733,17.919,650,10,3,10
6893,0.252,0.034,1.011,0.254,0.169,2.824,18.708,650,10,3,25
6894,0.269,0.036,1.188,0.261,0.193,2.402,20.900,650,10,3,15
6895,0.253,0.035,1.080,0.253,0.177,2.747,19.777,650,10,5,30
6896,0.266,0.035,1.078,0.263,0.164,2.816,17.510,650,10,5,5
6897,0.266,0.035,1.078,0.263,0.164,2.816,17.510,650,10,5,0
6898,0.256,0.035,1.023,0.256,0.209,2.248,23.115,650,10,5,20
6899,0.268,0.036,1.099,0.261,0.162,2.864,17.425,650,10,5,10
69,0.304,0.040,0.915,0.306,0.130,3.654,11.757,600,3,2,15
690,0.269,0.036,1.007,0.264,0.164,2.885,17.475,600,9,9,10
6900,0.250,0.034,1.119,0.251,0.169,2.833,18.985,650,10,5,25
6901,0.265,0.035,1.077,0.258,0.176,2.656,19.205,650,10,5,15
6902,0.258,0.035,1.038,0.257,0.186,2.560,20.468,650,10,1,30
6903,0.265,0.035,1.152,0.265,0.174,2.621,18.577,650,10,1,5
6904,0.268,0.036,1.196,0.266,0.179,2.542,19.043,650,10,1,0
6905,0.263,0.035,1.016,0.260,0.182,2.561,19.700,650,10,1,20
6906,0.263,0.035,1.108,0.263,0.168,2.731,17.983,650,10,1,10
6907,0.255,0.034,0.977,0.255,0.168,2.805,18.605,650,10,1,25
6908,0.271,0.036,1.116,0.263,0.182,2.527,19.612,650,10,1,15
6909,0.254,0.035,1.061,0.253,0.220,2.221,24.756,650,10,7,30
691,0.263,0.036,1.132,0.256,0.169,2.938,18.624,600,9,9,25
6910,0.262,0.035,1.138,0.260,0.174,2.654,18.917,650,10,7,5
6911,0.262,0.035,1.138,0.260,0.174,2.654,18.917,650,10,7,0
6912,0.258,0.035,0.982,0.255,0.202,2.349,22.444,650,10,7,20
6913,0.266,0.036,1.115,0.259,0.166,2.816,18.021,650,10,7,10
6914,0.247,0.034,0.994,0.248,0.181,2.678,20.614,650,10,7,25
6915,0.264,0.035,1.046,0.257,0.181,2.606,19.834,650,10,7,15
6916,0.256,0.035,1.084,0.253,0.234,2.141,26.298,650,10,9,30
6917,0.267,0.036,1.154,0.260,0.170,2.763,18.401,650,10,9,5
6918,0.267,0.036,1.154,0.260,0.170,2.763,18.401,650,10,9,0
6919,0.256,0.035,1.090,0.252,0.181,2.682,20.337,650,10,9,20
692,0.262,0.035,0.955,0.256,0.174,2.759,19.168,600,9,9,15
6920,0.268,0.036,1.146,0.260,0.170,2.780,18.413,650,10,9,10
6921,0.260,0.035,1.179,0.253,0.174,2.855,19.416,650,10,9,25
6922,0.253,0.034,0.984,0.253,0.181,2.650,20.214,650,10,9,15
6923,0.258,0.035,0.982,0.255,0.184,2.608,20.373,650,10,2,30
6924,0.266,0.035,1.159,0.264,0.179,2.559,19.092,650,10,2,5
6925,0.267,0.035,1.147,0.264,0.181,2.523,19.351,650,10,2,0
6926,0.261,0.035,1.060,0.258,0.192,2.426,21.004,650,10,2,20
6927,0.268,0.036,0.998,0.263,0.171,2.688,18.347,650,10,2,10
6928,0.254,0.034,1.005,0.254,0.172,2.762,19.019,650,10,2,25
6929,0.271,0.036,1.190,0.261,0.193,2.386,20.909,650,10,2,15
693,0.258,0.035,1.017,0.260,0.173,2.783,18.768,600,9,2,30
6930,0.259,0.035,1.173,0.258,0.266,1.856,29.382,650,9,8,30
6931,0.266,0.036,0.987,0.262,0.165,2.834,17.693,650,9,8,5
6932,0.266,0.036,0.987,0.262,0.165,2.834,17.693,650,9,8,0
6933,0.261,0.035,0.877,0.257,0.207,2.319,22.770,650,9,8,20
6934,0.270,0.036,0.937,0.262,0.162,2.890,17.424,650,9,8,10
6935,0.256,0.035,0.985,0.252,0.213,2.283,24.017,650,9,8,25
6936,0.264,0.035,0.908,0.259,0.184,2.576,20.084,650,9,8,15
6937,0.258,0.035,1.173,0.254,0.171,2.869,18.936,650,9,6,30
6938,0.271,0.036,1.150,0.267,0.163,2.842,17.153,650,9,6,5
6939,0.271,0.036,1.150,0.267,0.163,2.842,17.153,650,9,6,0
694,0.274,0.036,1.250,0.271,0.166,2.773,17.164,600,9,2,5
6940,0.267,0.036,1.028,0.261,0.211,2.236,22.847,650,9,6,20
6941,0.275,0.036,1.105,0.266,0.157,2.968,16.565,650,9,6,10
6942,0.256,0.035,0.968,0.252,0.153,3.165,17.036,650,9,6,25
6943,0.269,0.036,0.970,0.263,0.169,2.773,18.157,650,9,6,15
6944,0.258,0.036,1.058,0.259,0.220,2.316,24.135,650,9,10,30
6945,0.271,0.036,0.869,0.263,0.150,3.183,16.007,650,9,10,5
6946,0.271,0.036,0.869,0.263,0.150,3.183,16.007,650,9,10,0
6947,0.263,0.036,1.012,0.256,0.224,2.193,24.864,650,9,10,20
6948,0.271,0.036,0.869,0.263,0.150,3.183,16.007,650,9,10,10
6949,0.260,0.036,1.025,0.259,0.218,2.301,23.857,650,9,10,25
695,0.276,0.037,1.265,0.271,0.167,2.748,17.310,600,9,2,0
6950,0.260,0.035,0.883,0.255,0.159,3.064,17.603,650,9,10,15
6951,0.260,0.035,1.102,0.258,0.171,2.838,18.700,650,9,4,30
6952,0.274,0.036,1.277,0.269,0.157,2.939,16.394,650,9,4,5
6953,0.273,0.036,1.176,0.270,0.161,2.855,16.793,650,9,4,0
6954,0.264,0.035,1.043,0.259,0.197,2.386,21.460,650,9,4,20
6955,0.272,0.036,1.087,0.268,0.150,3.111,15.658,650,9,4,10
6956,0.259,0.035,0.948,0.256,0.169,2.821,18.616,650,9,4,25
6957,0.271,0.036,1.016,0.264,0.170,2.739,18.179,650,9,4,15
6958,0.258,0.035,0.989,0.258,0.181,2.656,19.893,650,9,3,30
6959,0.274,0.036,1.162,0.270,0.164,2.807,17.063,650,9,3,5
696,0.269,0.036,1.070,0.264,0.185,2.517,19.839,600,9,2,20
6960,0.276,0.037,1.111,0.271,0.166,2.762,17.265,650,9,3,0
6961,0.269,0.036,1.106,0.262,0.202,2.313,21.834,650,9,3,20
6962,0.274,0.036,1.081,0.270,0.158,2.927,16.462,650,9,3,10
6963,0.262,0.035,0.973,0.258,0.161,2.965,17.541,650,9,3,25
6964,0.272,0.036,1.054,0.265,0.181,2.569,19.204,650,9,3,15
6965,0.260,0.035,1.064,0.256,0.171,2.859,18.756,650,9,5,30
6966,0.272,0.036,1.243,0.267,0.159,2.908,16.683,650,9,5,5
6967,0.272,0.036,1.243,0.267,0.159,2.908,16.683,650,9,5,0
6968,0.264,0.036,1.115,0.261,0.200,2.346,21.774,650,9,5,20
6969,0.272,0.036,1.092,0.266,0.157,2.966,16.525,650,9,5,10
697,0.273,0.036,1.069,0.270,0.161,2.874,16.728,600,9,2,10
6970,0.254,0.034,0.995,0.255,0.163,2.944,18.045,650,9,5,25
6971,0.269,0.036,1.029,0.263,0.169,2.763,18.152,650,9,5,15
6972,0.263,0.035,0.992,0.261,0.176,2.716,19.023,650,9,1,30
6973,0.272,0.036,1.199,0.270,0.165,2.772,17.217,650,9,1,5
6974,0.278,0.037,1.232,0.271,0.169,2.711,17.538,650,9,1,0
6975,0.271,0.036,1.044,0.265,0.173,2.699,18.400,650,9,1,20
6976,0.271,0.036,0.988,0.269,0.159,2.892,16.648,650,9,1,10
6977,0.264,0.035,0.924,0.260,0.167,2.829,18.095,650,9,1,25
6978,0.277,0.037,1.135,0.268,0.168,2.749,17.705,650,9,1,15
6979,0.261,0.035,1.163,0.256,0.209,2.346,23.153,650,9,7,30
698,0.261,0.035,0.883,0.259,0.169,2.804,18.374,600,9,2,25
6980,0.269,0.036,1.043,0.265,0.173,2.674,18.398,650,9,7,5
6981,0.269,0.036,1.043,0.265,0.173,2.674,18.398,650,9,7,0
6982,0.264,0.036,1.017,0.259,0.194,2.445,21.273,650,9,7,20
6983,0.273,0.036,1.045,0.263,0.158,2.956,16.893,650,9,7,10
6984,0.253,0.034,0.991,0.251,0.174,2.782,19.569,650,9,7,25
6985,0.266,0.036,0.947,0.261,0.174,2.706,18.832,650,9,7,15
6986,0.258,0.035,1.131,0.256,0.220,2.279,24.384,650,9,9,30
6987,0.271,0.036,1.051,0.264,0.165,2.853,17.555,650,9,9,5
6988,0.271,0.036,1.051,0.264,0.165,2.853,17.555,650,9,9,0
6989,0.261,0.035,0.993,0.256,0.175,2.791,19.281,650,9,9,20
699,0.275,0.036,1.106,0.268,0.176,2.632,18.528,600,9,2,15
6990,0.269,0.036,0.984,0.264,0.164,2.873,17.555,650,9,9,10
6991,0.263,0.036,1.132,0.256,0.169,2.938,18.623,650,9,9,25
6992,0.262,0.035,0.965,0.256,0.174,2.754,19.200,650,9,9,15
6993,0.258,0.035,1.011,0.259,0.173,2.773,18.847,650,9,2,30
6994,0.272,0.036,1.193,0.269,0.169,2.709,17.687,650,9,2,5
6995,0.273,0.036,1.135,0.269,0.168,2.725,17.584,650,9,2,0
6996,0.270,0.036,1.063,0.263,0.186,2.504,19.985,650,9,2,20
6997,0.271,0.036,1.068,0.268,0.162,2.858,16.926,650,9,2,10
6998,0.261,0.035,0.896,0.259,0.166,2.852,18.106,650,9,2,25
6999,0.273,0.036,1.090,0.266,0.180,2.569,19.122,650,9,2,15
7,0.298,0.039,1.023,0.295,0.139,3.610,13.021,600,3,6,30
70,0.284,0.038,1.129,0.281,0.158,3.197,15.696,600,2,8,30
700,0.308,0.041,1.005,0.306,0.213,2.336,19.676,350,3,8,30
7000,0.298,0.040,1.154,0.295,0.164,3.075,15.543,850,3,8,30
7001,0.302,0.039,0.999,0.298,0.125,3.825,11.560,850,3,8,5
7002,0.302,0.039,0.999,0.298,0.125,3.825,11.560,850,3,8,0
7003,0.304,0.040,1.109,0.297,0.143,3.440,13.365,850,3,8,20
7004,0.303,0.040,0.885,0.301,0.128,3.756,11.720,850,3,8,10
7005,0.294,0.039,1.074,0.291,0.150,3.303,14.436,850,3,8,25
7006,0.298,0.039,1.142,0.298,0.144,3.351,13.456,850,3,8,15
7007,0.298,0.039,1.014,0.294,0.139,3.598,13.091,850,3,6,30
7008,0.304,0.040,0.968,0.305,0.129,3.691,11.579,850,3,6,5
7009,0.304,0.040,0.968,0.305,0.129,3.691,11.579,850,3,6,0
701,0.333,0.043,1.183,0.325,0.122,3.971,10.242,350,3,8,5
7010,0.303,0.040,1.086,0.301,0.149,3.235,13.765,850,3,6,20
7011,0.309,0.040,1.043,0.305,0.126,3.800,11.335,850,3,6,10
7012,0.296,0.039,1.047,0.293,0.126,3.945,11.825,850,3,6,25
7013,0.300,0.039,1.015,0.303,0.136,3.539,12.364,850,3,6,15
7014,0.298,0.040,1.134,0.294,0.170,3.042,16.220,850,3,10,30
7015,0.302,0.040,0.922,0.303,0.132,3.696,12.012,850,3,10,5
7016,0.302,0.040,0.922,0.303,0.132,3.696,12.012,850,3,10,0
7017,0.296,0.039,0.986,0.295,0.154,3.247,14.598,850,3,10,20
7018,0.302,0.040,0.922,0.303,0.132,3.696,12.012,850,3,10,10
7019,0.295,0.039,0.955,0.296,0.157,3.241,14.860,850,3,10,25
702,0.333,0.043,1.183,0.325,0.122,3.971,10.242,350,3,8,0
7020,0.296,0.039,1.084,0.293,0.136,3.665,12.844,850,3,10,15
7021,0.298,0.039,1.023,0.300,0.137,3.607,12.704,850,3,4,30
7022,0.306,0.040,1.090,0.306,0.124,3.830,11.095,850,3,4,5
7023,0.307,0.040,1.041,0.307,0.126,3.746,11.318,850,3,4,0
7024,0.303,0.040,1.141,0.301,0.139,3.449,12.848,850,3,4,20
7025,0.309,0.040,0.984,0.307,0.121,3.946,10.820,850,3,4,10
7026,0.299,0.039,1.033,0.297,0.135,3.610,12.605,850,3,4,25
7027,0.306,0.040,0.991,0.306,0.136,3.507,12.275,850,3,4,15
7028,0.300,0.040,0.943,0.299,0.137,3.593,12.736,850,3,3,30
7029,0.304,0.040,1.076,0.306,0.128,3.674,11.562,850,3,3,5
703,0.311,0.041,1.292,0.309,0.171,2.837,15.508,350,3,8,20
7030,0.310,0.040,1.051,0.308,0.134,3.509,11.986,850,3,3,0
7031,0.302,0.040,1.096,0.302,0.148,3.223,13.638,850,3,3,20
7032,0.309,0.040,1.051,0.306,0.125,3.818,11.167,850,3,3,10
7033,0.301,0.040,1.105,0.296,0.131,3.736,12.187,850,3,3,25
7034,0.309,0.040,0.986,0.306,0.141,3.370,12.740,850,3,3,15
7035,0.297,0.039,1.119,0.295,0.137,3.643,12.840,850,3,5,30
7036,0.303,0.039,1.093,0.304,0.126,3.769,11.370,850,3,5,5
7037,0.303,0.039,1.093,0.304,0.126,3.769,11.370,850,3,5,0
7038,0.304,0.040,1.207,0.300,0.145,3.314,13.437,850,3,5,20
7039,0.307,0.040,1.039,0.304,0.131,3.632,11.881,850,3,5,10
704,0.330,0.043,1.273,0.323,0.127,3.839,10.687,350,3,8,10
7040,0.296,0.039,1.051,0.294,0.134,3.674,12.579,850,3,5,25
7041,0.304,0.040,0.929,0.305,0.139,3.424,12.646,850,3,5,15
7042,0.300,0.039,1.262,0.303,0.137,3.579,12.507,850,3,1,30
7043,0.307,0.040,1.053,0.305,0.126,3.756,11.293,850,3,1,5
7044,0.308,0.040,1.112,0.304,0.132,3.541,12.003,850,3,1,0
7045,0.302,0.039,1.030,0.302,0.128,3.736,11.725,850,3,1,20
7046,0.310,0.040,0.997,0.306,0.124,3.822,11.120,850,3,1,10
7047,0.306,0.040,1.015,0.300,0.136,3.564,12.506,850,3,1,25
7048,0.310,0.040,1.137,0.307,0.133,3.560,11.950,850,3,1,15
7049,0.303,0.040,1.093,0.295,0.149,3.362,14.068,850,3,7,30
705,0.308,0.040,1.030,0.303,0.179,2.750,16.597,350,3,8,25
7050,0.303,0.040,1.043,0.302,0.133,3.562,12.166,850,3,7,5
7051,0.303,0.040,1.043,0.302,0.133,3.562,12.166,850,3,7,0
7052,0.307,0.040,1.142,0.299,0.139,3.498,12.931,850,3,7,20
7053,0.305,0.040,0.851,0.304,0.123,3.909,11.136,850,3,7,10
7054,0.297,0.039,0.992,0.292,0.141,3.502,13.420,850,3,7,25
7055,0.300,0.039,1.010,0.301,0.133,3.639,12.205,850,3,7,15
7056,0.293,0.039,1.163,0.293,0.179,2.836,17.193,850,3,9,30
7057,0.299,0.039,0.808,0.298,0.126,3.838,11.614,850,3,9,5
7058,0.299,0.039,0.808,0.298,0.126,3.838,11.614,850,3,9,0
7059,0.294,0.039,0.916,0.294,0.134,3.716,12.657,850,3,9,20
706,0.319,0.041,1.147,0.315,0.154,3.140,13.571,350,3,8,15
7060,0.302,0.039,0.958,0.304,0.131,3.696,11.875,850,3,9,10
7061,0.293,0.039,0.931,0.294,0.129,3.955,12.117,850,3,9,25
7062,0.293,0.039,1.141,0.295,0.143,3.419,13.477,850,3,9,15
7063,0.298,0.039,1.030,0.300,0.144,3.393,13.358,850,3,2,30
7064,0.307,0.040,1.058,0.305,0.129,3.654,11.627,850,3,2,5
7065,0.308,0.040,1.083,0.306,0.131,3.600,11.772,850,3,2,0
7066,0.305,0.040,1.065,0.303,0.140,3.422,12.765,850,3,2,20
7067,0.305,0.040,1.054,0.305,0.128,3.698,11.561,850,3,2,10
7068,0.303,0.040,1.117,0.297,0.140,3.463,13.029,850,3,2,25
7069,0.307,0.040,1.042,0.306,0.137,3.457,12.407,850,3,2,15
707,0.313,0.041,1.175,0.309,0.163,3.045,14.701,350,3,6,30
7070,0.284,0.038,1.133,0.281,0.158,3.194,15.709,850,2,8,30
7071,0.284,0.037,0.839,0.282,0.134,3.547,13.171,850,2,8,5
